Debug File version: Ver 1.0
Creator: Designer
Creator version: v11.5 SP3
Creator build: 11.5.3.10
External die name: M2S010
Package: 484 FBGA
Design Name: FIC
Probe A IO: available for probe A
Probe B IO: not available for probing
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[5][7]:CoreGPIO_0/xhdl1_GEN_BITS[5]_REG_GEN_CONFIG_reg[5][7]:Q Type=0 ADDR=0xD0315 (WADDR=0xD BADDR=0x0 PRBR=0x3 CLOFFSET=0x15)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_0_rs[4]:reg_apb_wrp_0/reg16x8_0/mem_0_[4]:Q Type=0 ADDR=0x20020C (WADDR=0x20 BADDR=0x0 PRBR=0x2 CLOFFSET=0xC)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[2][4]:CoreGPIO_0/xhdl1_GEN_BITS[2]_REG_GEN_CONFIG_reg[2][4]:Q Type=0 ADDR=0xA8316 (WADDR=0xA BADDR=0x2 PRBR=0x3 CLOFFSET=0x16)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_246_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_246_rs:Q Type=0 ADDR=0x150017 (WADDR=0x15 BADDR=0x0 PRBR=0x0 CLOFFSET=0x17)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_235_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_235_rs:Q Type=0 ADDR=0x260111 (WADDR=0x26 BADDR=0x0 PRBR=0x1 CLOFFSET=0x11)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[4].APB_32.GPOUT_reg[4]:CoreGPIO_0/xhdl1_GEN_BITS[4]_APB_32_GPOUT_reg[4]:Q Type=0 ADDR=0x50118 (WADDR=0x5 BADDR=0x0 PRBR=0x1 CLOFFSET=0x18)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_232_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_232_rs:Q Type=0 ADDR=0x218110 (WADDR=0x21 BADDR=0x2 PRBR=0x1 CLOFFSET=0x10)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_193_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_193_rs:Q Type=0 ADDR=0x11830C (WADDR=0x11 BADDR=0x2 PRBR=0x3 CLOFFSET=0xC)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_6_rs[3]:reg_apb_wrp_0/reg16x8_0/mem_6_[3]:Q Type=0 ADDR=0x1A010C (WADDR=0x1A BADDR=0x0 PRBR=0x1 CLOFFSET=0xC)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_168_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_168_rs:Q Type=0 ADDR=0x1B810D (WADDR=0x1B BADDR=0x2 PRBR=0x1 CLOFFSET=0xD)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[11][4]:CoreGPIO_0/xhdl1_GEN_BITS[11]_REG_GEN_CONFIG_reg[11][4]:Q Type=0 ADDR=0x70315 (WADDR=0x7 BADDR=0x0 PRBR=0x3 CLOFFSET=0x15)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_27_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_27_set:Q Type=0 ADDR=0x218209 (WADDR=0x21 BADDR=0x2 PRBR=0x2 CLOFFSET=0x9)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[30].APB_32.INTR_reg[30]:CoreGPIO_0/xhdl1_GEN_BITS[30]_APB_32_INTR_reg[30]:Q Type=0 ADDR=0x70311 (WADDR=0x7 BADDR=0x0 PRBR=0x3 CLOFFSET=0x11)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_11_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_11_set:Q Type=0 ADDR=0x23000E (WADDR=0x23 BADDR=0x0 PRBR=0x0 CLOFFSET=0xE)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[18][0]:CoreGPIO_0/xhdl1_GEN_BITS[18]_REG_GEN_CONFIG_reg[18][0]:Q Type=0 ADDR=0xA8216 (WADDR=0xA BADDR=0x2 PRBR=0x2 CLOFFSET=0x16)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[4][5]:CoreGPIO_0/xhdl1_GEN_BITS[4]_REG_GEN_CONFIG_reg[4][5]:Q Type=0 ADDR=0x70016 (WADDR=0x7 BADDR=0x0 PRBR=0x0 CLOFFSET=0x16)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[16][4]:CoreGPIO_0/xhdl1_GEN_BITS[16]_REG_GEN_CONFIG_reg[16][4]:Q Type=0 ADDR=0x38016 (WADDR=0x3 BADDR=0x2 PRBR=0x0 CLOFFSET=0x16)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_226_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_226_rs:Q Type=0 ADDR=0x1C020C (WADDR=0x1C BADDR=0x0 PRBR=0x2 CLOFFSET=0xC)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[31][7]:CoreGPIO_0/xhdl1_GEN_BITS[31]_REG_GEN_CONFIG_reg[31][7]:Q Type=0 ADDR=0x30314 (WADDR=0x3 BADDR=0x0 PRBR=0x3 CLOFFSET=0x14)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_8_rs[7]:reg_apb_wrp_0/reg16x8_0/mem_8_[7]:Q Type=0 ADDR=0x21000C (WADDR=0x21 BADDR=0x0 PRBR=0x0 CLOFFSET=0xC)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_244_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_244_rs:Q Type=0 ADDR=0x170016 (WADDR=0x17 BADDR=0x0 PRBR=0x0 CLOFFSET=0x16)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[7][0]:CoreGPIO_0/xhdl1_GEN_BITS[7]_REG_GEN_CONFIG_reg[7][0]:Q Type=0 ADDR=0x28014 (WADDR=0x2 BADDR=0x2 PRBR=0x0 CLOFFSET=0x14)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_106_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_106_set:Q Type=0 ADDR=0x230114 (WADDR=0x23 BADDR=0x0 PRBR=0x1 CLOFFSET=0x14)
ProbePoint: Name=COREAPBLSRAM_0.PRDATA_reg[25]:COREAPBLSRAM_0/PRDATA_reg[25]:Q Type=0 ADDR=0xA0012 (WADDR=0xA BADDR=0x0 PRBR=0x0 CLOFFSET=0x12)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[26][3]:CoreGPIO_0/xhdl1_GEN_BITS[26]_REG_GEN_CONFIG_reg[26][3]:Q Type=0 ADDR=0xA8110 (WADDR=0xA BADDR=0x2 PRBR=0x1 CLOFFSET=0x10)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[3][2]:CoreGPIO_0/xhdl1_GEN_BITS[3]_REG_GEN_CONFIG_reg[3][2]:Q Type=0 ADDR=0xA0213 (WADDR=0xA BADDR=0x0 PRBR=0x2 CLOFFSET=0x13)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_224_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_224_rs:Q Type=0 ADDR=0x1F810A (WADDR=0x1F BADDR=0x2 PRBR=0x1 CLOFFSET=0xA)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_208_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_208_rs:Q Type=0 ADDR=0x230007 (WADDR=0x23 BADDR=0x0 PRBR=0x0 CLOFFSET=0x7)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[9][6]:CoreGPIO_0/xhdl1_GEN_BITS[9]_REG_GEN_CONFIG_reg[9][6]:Q Type=0 ADDR=0xC8315 (WADDR=0xC BADDR=0x2 PRBR=0x3 CLOFFSET=0x15)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_210_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_210_rs:Q Type=0 ADDR=0x1F8006 (WADDR=0x1F BADDR=0x2 PRBR=0x0 CLOFFSET=0x6)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[10][6]:CoreGPIO_0/xhdl1_GEN_BITS[10]_REG_GEN_CONFIG_reg[10][6]:Q Type=0 ADDR=0xB0310 (WADDR=0xB BADDR=0x0 PRBR=0x3 CLOFFSET=0x10)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[17][3]:CoreGPIO_0/xhdl1_GEN_BITS[17]_REG_GEN_CONFIG_reg[17][3]:Q Type=0 ADDR=0xD0214 (WADDR=0xD BADDR=0x0 PRBR=0x2 CLOFFSET=0x14)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[28][5]:CoreGPIO_0/xhdl1_GEN_BITS[28]_REG_GEN_CONFIG_reg[28][5]:Q Type=0 ADDR=0x60016 (WADDR=0x6 BADDR=0x0 PRBR=0x0 CLOFFSET=0x16)
ProbePoint: Name=CoreAPB3_0_APBmslave3_PRDATA[1]:reg_apb_wrp_0/reg16x8_0/data_out[1]:Q Type=0 ADDR=0x12820F (WADDR=0x12 BADDR=0x2 PRBR=0x2 CLOFFSET=0xF)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_set:Q Type=0 ADDR=0x190209 (WADDR=0x19 BADDR=0x0 PRBR=0x2 CLOFFSET=0x9)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_0_rs[2]:reg_apb_wrp_0/reg16x8_0/mem_0_[2]:Q Type=0 ADDR=0x1E820D (WADDR=0x1E BADDR=0x2 PRBR=0x2 CLOFFSET=0xD)
ProbePoint: Name=COREAPBLSRAM_0.PRDATA_reg[19]:COREAPBLSRAM_0/PRDATA_reg[19]:Q Type=0 ADDR=0xA8112 (WADDR=0xA BADDR=0x2 PRBR=0x1 CLOFFSET=0x12)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[24][4]:CoreGPIO_0/xhdl1_GEN_BITS[24]_REG_GEN_CONFIG_reg[24][4]:Q Type=0 ADDR=0x38316 (WADDR=0x3 BADDR=0x2 PRBR=0x3 CLOFFSET=0x16)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[20][2]:CoreGPIO_0/xhdl1_GEN_BITS[20]_REG_GEN_CONFIG_reg[20][2]:Q Type=0 ADDR=0x30018 (WADDR=0x3 BADDR=0x0 PRBR=0x0 CLOFFSET=0x18)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_238_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_238_rs:Q Type=0 ADDR=0x1E8314 (WADDR=0x1E BADDR=0x2 PRBR=0x3 CLOFFSET=0x14)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_56_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_56_set:Q Type=0 ADDR=0x1D0311 (WADDR=0x1D BADDR=0x0 PRBR=0x3 CLOFFSET=0x11)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[8][7]:CoreGPIO_0/xhdl1_GEN_BITS[8]_REG_GEN_CONFIG_reg[8][7]:Q Type=0 ADDR=0x48110 (WADDR=0x4 BADDR=0x2 PRBR=0x1 CLOFFSET=0x10)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_37_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_37_set:Q Type=0 ADDR=0x13820D (WADDR=0x13 BADDR=0x2 PRBR=0x2 CLOFFSET=0xD)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_92_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_92_set:Q Type=0 ADDR=0x158112 (WADDR=0x15 BADDR=0x2 PRBR=0x1 CLOFFSET=0x12)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[1].APB_32.INTR_reg[1]:CoreGPIO_0/xhdl1_GEN_BITS[1]_APB_32_INTR_reg[1]:Q Type=0 ADDR=0xE0216 (WADDR=0xE BADDR=0x0 PRBR=0x2 CLOFFSET=0x16)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[10][5]:CoreGPIO_0/xhdl1_GEN_BITS[10]_REG_GEN_CONFIG_reg[10][5]:Q Type=0 ADDR=0xA0310 (WADDR=0xA BADDR=0x0 PRBR=0x3 CLOFFSET=0x10)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[18][1]:CoreGPIO_0/xhdl1_GEN_BITS[18]_REG_GEN_CONFIG_reg[18][1]:Q Type=0 ADDR=0xA0016 (WADDR=0xA BADDR=0x0 PRBR=0x0 CLOFFSET=0x16)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[30][0]:CoreGPIO_0/xhdl1_GEN_BITS[30]_REG_GEN_CONFIG_reg[30][0]:Q Type=0 ADDR=0x70317 (WADDR=0x7 BADDR=0x0 PRBR=0x3 CLOFFSET=0x17)
ProbePoint: Name=CoreGPIO_0/edge_neg[2]:CoreGPIO_0/xhdl1_GEN_BITS[2]_APB_32_edge_neg[2]:Q Type=0 ADDR=0xD0010 (WADDR=0xD BADDR=0x0 PRBR=0x0 CLOFFSET=0x10)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_20_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_20_set:Q Type=0 ADDR=0x21020A (WADDR=0x21 BADDR=0x0 PRBR=0x2 CLOFFSET=0xA)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[1].gpin3[1]:CoreGPIO_0/xhdl1_GEN_BITS[1]_gpin3[1]:Q Type=0 ADDR=0xF8013 (WADDR=0xF BADDR=0x2 PRBR=0x0 CLOFFSET=0x13)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_250_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_250_rs:Q Type=0 ADDR=0x200011 (WADDR=0x20 BADDR=0x0 PRBR=0x0 CLOFFSET=0x11)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_103_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_103_set:Q Type=0 ADDR=0x14810B (WADDR=0x14 BADDR=0x2 PRBR=0x1 CLOFFSET=0xB)
ProbePoint: Name=CoreGPIO_0/edge_pos[6]:CoreGPIO_0/xhdl1_GEN_BITS[6]_APB_32_edge_pos[6]:Q Type=0 ADDR=0x30111 (WADDR=0x3 BADDR=0x0 PRBR=0x1 CLOFFSET=0x11)
ProbePoint: Name=CoreGPIO_0/edge_pos[0]:CoreGPIO_0/xhdl1_GEN_BITS[0]_APB_32_edge_pos[0]:Q Type=0 ADDR=0x5020F (WADDR=0x5 BADDR=0x0 PRBR=0x2 CLOFFSET=0xF)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[2].gpin3[2]:CoreGPIO_0/xhdl1_GEN_BITS[2]_gpin3[2]:Q Type=0 ADDR=0xD8310 (WADDR=0xD BADDR=0x2 PRBR=0x3 CLOFFSET=0x10)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_7_rs[5]:reg_apb_wrp_0/reg16x8_0/mem_7_[5]:Q Type=0 ADDR=0x158007 (WADDR=0x15 BADDR=0x2 PRBR=0x0 CLOFFSET=0x7)
ProbePoint: Name=CoreAPB3_0_APBmslave3_PRDATA[2]:reg_apb_wrp_0/reg16x8_0/data_out[2]:Q Type=0 ADDR=0x88210 (WADDR=0x8 BADDR=0x2 PRBR=0x2 CLOFFSET=0x10)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_23_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_23_set:Q Type=0 ADDR=0x1C830C (WADDR=0x1C BADDR=0x2 PRBR=0x3 CLOFFSET=0xC)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_19_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_19_set:Q Type=0 ADDR=0x1C830B (WADDR=0x1C BADDR=0x2 PRBR=0x3 CLOFFSET=0xB)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_2_rs[0]:reg_apb_wrp_0/reg16x8_0/mem_2_[0]:Q Type=0 ADDR=0x1D8218 (WADDR=0x1D BADDR=0x2 PRBR=0x2 CLOFFSET=0x18)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[1][7]:CoreGPIO_0/xhdl1_GEN_BITS[1]_REG_GEN_CONFIG_reg[1][7]:Q Type=0 ADDR=0xD0014 (WADDR=0xD BADDR=0x0 PRBR=0x0 CLOFFSET=0x14)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_137_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_137_rs:Q Type=0 ADDR=0x1B801A (WADDR=0x1B BADDR=0x2 PRBR=0x0 CLOFFSET=0x1A)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[31][4]:CoreGPIO_0/xhdl1_GEN_BITS[31]_REG_GEN_CONFIG_reg[31][4]:Q Type=0 ADDR=0x30015 (WADDR=0x3 BADDR=0x0 PRBR=0x0 CLOFFSET=0x15)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_107_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_107_set:Q Type=0 ADDR=0x260012 (WADDR=0x26 BADDR=0x0 PRBR=0x0 CLOFFSET=0x12)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_241_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_241_rs:Q Type=0 ADDR=0x1E8016 (WADDR=0x1E BADDR=0x2 PRBR=0x0 CLOFFSET=0x16)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_66_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_66_set:Q Type=0 ADDR=0x1E800A (WADDR=0x1E BADDR=0x2 PRBR=0x0 CLOFFSET=0xA)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_94_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_94_set:Q Type=0 ADDR=0x168114 (WADDR=0x16 BADDR=0x2 PRBR=0x1 CLOFFSET=0x14)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[10].APB_32.INTR_reg[10]:CoreGPIO_0/xhdl1_GEN_BITS[10]_APB_32_INTR_reg[10]:Q Type=0 ADDR=0xB8212 (WADDR=0xB BADDR=0x2 PRBR=0x2 CLOFFSET=0x12)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[14][1]:CoreGPIO_0/xhdl1_GEN_BITS[14]_REG_GEN_CONFIG_reg[14][1]:Q Type=0 ADDR=0x58018 (WADDR=0x5 BADDR=0x2 PRBR=0x0 CLOFFSET=0x18)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[6][4]:CoreGPIO_0/xhdl1_GEN_BITS[6]_REG_GEN_CONFIG_reg[6][4]:Q Type=0 ADDR=0x60218 (WADDR=0x6 BADDR=0x0 PRBR=0x2 CLOFFSET=0x18)
ProbePoint: Name=CoreGPIO_0/edge_neg[18]:CoreGPIO_0/xhdl1_GEN_BITS[18]_APB_32_edge_both[18]:Q Type=0 ADDR=0xC0010 (WADDR=0xC BADDR=0x0 PRBR=0x0 CLOFFSET=0x10)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[12][0]:CoreGPIO_0/xhdl1_GEN_BITS[12]_REG_GEN_CONFIG_reg[12][0]:Q Type=0 ADDR=0x50117 (WADDR=0x5 BADDR=0x0 PRBR=0x1 CLOFFSET=0x17)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_7_rs[7]:reg_apb_wrp_0/reg16x8_0/mem_7_[7]:Q Type=0 ADDR=0x23000A (WADDR=0x23 BADDR=0x0 PRBR=0x0 CLOFFSET=0xA)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_221_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_221_rs:Q Type=0 ADDR=0x20800E (WADDR=0x20 BADDR=0x2 PRBR=0x0 CLOFFSET=0xE)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[5][4]:CoreGPIO_0/xhdl1_GEN_BITS[5]_REG_GEN_CONFIG_reg[5][4]:Q Type=0 ADDR=0xB8015 (WADDR=0xB BADDR=0x2 PRBR=0x0 CLOFFSET=0x15)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[4][0]:CoreGPIO_0/xhdl1_GEN_BITS[4]_REG_GEN_CONFIG_reg[4][0]:Q Type=0 ADDR=0x48317 (WADDR=0x4 BADDR=0x2 PRBR=0x3 CLOFFSET=0x17)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[30][3]:CoreGPIO_0/xhdl1_GEN_BITS[30]_REG_GEN_CONFIG_reg[30][3]:Q Type=0 ADDR=0x60311 (WADDR=0x6 BADDR=0x0 PRBR=0x3 CLOFFSET=0x11)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[28][3]:CoreGPIO_0/xhdl1_GEN_BITS[28]_REG_GEN_CONFIG_reg[28][3]:Q Type=0 ADDR=0x68116 (WADDR=0x6 BADDR=0x2 PRBR=0x1 CLOFFSET=0x16)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_30_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_30_set:Q Type=0 ADDR=0x228113 (WADDR=0x22 BADDR=0x2 PRBR=0x1 CLOFFSET=0x13)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_197_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_197_rs:Q Type=0 ADDR=0x18810B (WADDR=0x18 BADDR=0x2 PRBR=0x1 CLOFFSET=0xB)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[2][5]:CoreGPIO_0/xhdl1_GEN_BITS[2]_REG_GEN_CONFIG_reg[2][5]:Q Type=0 ADDR=0xA0110 (WADDR=0xA BADDR=0x0 PRBR=0x1 CLOFFSET=0x10)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[23][0]:CoreGPIO_0/xhdl1_GEN_BITS[23]_REG_GEN_CONFIG_reg[23][0]:Q Type=0 ADDR=0x38314 (WADDR=0x3 BADDR=0x2 PRBR=0x3 CLOFFSET=0x14)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[7][3]:CoreGPIO_0/xhdl1_GEN_BITS[7]_REG_GEN_CONFIG_reg[7][3]:Q Type=0 ADDR=0x30213 (WADDR=0x3 BADDR=0x0 PRBR=0x2 CLOFFSET=0x13)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[5].gpin3[5]:CoreGPIO_0/xhdl1_GEN_BITS[5]_gpin3[5]:Q Type=0 ADDR=0xE8215 (WADDR=0xE BADDR=0x2 PRBR=0x2 CLOFFSET=0x15)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_213_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_213_rs:Q Type=0 ADDR=0x158006 (WADDR=0x15 BADDR=0x2 PRBR=0x0 CLOFFSET=0x6)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[26].APB_32.GPOUT_reg[26]:CoreGPIO_0/xhdl1_GEN_BITS[26]_APB_32_GPOUT_reg[26]:Q Type=0 ADDR=0xC0311 (WADDR=0xC BADDR=0x0 PRBR=0x3 CLOFFSET=0x11)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_3_rs[4]:reg_apb_wrp_0/reg16x8_0/mem_3_[4]:Q Type=0 ADDR=0x170011 (WADDR=0x17 BADDR=0x0 PRBR=0x0 CLOFFSET=0x11)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[27][6]:CoreGPIO_0/xhdl1_GEN_BITS[27]_REG_GEN_CONFIG_reg[27][6]:Q Type=0 ADDR=0xA8314 (WADDR=0xA BADDR=0x2 PRBR=0x3 CLOFFSET=0x14)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_33_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_33_set:Q Type=0 ADDR=0x16820E (WADDR=0x16 BADDR=0x2 PRBR=0x2 CLOFFSET=0xE)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_52_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_52_set:Q Type=0 ADDR=0x180212 (WADDR=0x18 BADDR=0x0 PRBR=0x2 CLOFFSET=0x12)
ProbePoint: Name=CoreGPIO_0/edge_neg[22]:CoreGPIO_0/xhdl1_GEN_BITS[22]_APB_32_edge_both[22]:Q Type=0 ADDR=0x40011 (WADDR=0x4 BADDR=0x0 PRBR=0x0 CLOFFSET=0x11)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_166_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_166_rs:Q Type=0 ADDR=0x198309 (WADDR=0x19 BADDR=0x2 PRBR=0x3 CLOFFSET=0x9)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_1_rs[5]:reg_apb_wrp_0/reg16x8_0/mem_1_[5]:Q Type=0 ADDR=0x198110 (WADDR=0x19 BADDR=0x2 PRBR=0x1 CLOFFSET=0x10)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_11_rs[0]:reg_apb_wrp_0/reg16x8_0/mem_11_[0]:Q Type=0 ADDR=0x158314 (WADDR=0x15 BADDR=0x2 PRBR=0x3 CLOFFSET=0x14)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[14][0]:CoreGPIO_0/xhdl1_GEN_BITS[14]_REG_GEN_CONFIG_reg[14][0]:Q Type=0 ADDR=0x78217 (WADDR=0x7 BADDR=0x2 PRBR=0x2 CLOFFSET=0x17)
ProbePoint: Name=CoreGPIO_0/gpin1[1]:CoreGPIO_0/xhdl1_GEN_BITS[1]_gpin1[1]:Q Type=0 ADDR=0xF8213 (WADDR=0xF BADDR=0x2 PRBR=0x2 CLOFFSET=0x13)
ProbePoint: Name=COREAPBLSRAM_0.PRDATA_reg[15]:COREAPBLSRAM_0/PRDATA_reg[15]:Q Type=0 ADDR=0x60213 (WADDR=0x6 BADDR=0x0 PRBR=0x2 CLOFFSET=0x13)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[12][1]:CoreGPIO_0/xhdl1_GEN_BITS[12]_REG_GEN_CONFIG_reg[12][1]:Q Type=0 ADDR=0x50017 (WADDR=0x5 BADDR=0x0 PRBR=0x0 CLOFFSET=0x17)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_150_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_150_rs:Q Type=0 ADDR=0x1D8318 (WADDR=0x1D BADDR=0x2 PRBR=0x3 CLOFFSET=0x18)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[3][7]:CoreGPIO_0/xhdl1_GEN_BITS[3]_REG_GEN_CONFIG_reg[3][7]:Q Type=0 ADDR=0xA8113 (WADDR=0xA BADDR=0x2 PRBR=0x1 CLOFFSET=0x13)
